Municipality,State,Population,Contact Name,Title,Email,Phone,Website,Address,Source,Last Updated
"Loachapoka town, Alabama",Alabama,160,,,,,,,US Census API,2025-07-29 22:03:06
"Lockhart town, Alabama",Alabama,445,,,,,,,US Census API,2025-07-29 22:03:06
"Locust Fork town, Alabama",Alabama,1192,,,,,,,US Census API,2025-07-29 22:03:06
"Lookout Mountain CDP, Alabama",Alabama,1484,,,,,,,US Census API,2025-07-29 22:03:06
"Louisville town, Alabama",Alabama,395,,,,,,,US Census API,2025-07-29 22:03:06
"Lowndesboro town, Alabama",Alabama,89,,,,,,,US Census API,2025-07-29 22:02:56
"Loxley town, Alabama",Alabama,3710,,,,,,,US Census API,2025-07-29 22:02:56
"Luverne city, Alabama",Alabama,2765,,,,,,,US Census API,2025-07-29 22:02:56
"Lynn town, Alabama",Alabama,610,,,,,,,US Census API,2025-07-29 22:02:56
"Macedonia CDP, Alabama",Alabama,241,,,,,,,US Census API,2025-07-29 22:02:56
"Madrid town, Alabama",Alabama,265,,,,,,,US Census API,2025-07-29 22:02:56
"Magnolia Springs town, Alabama",Alabama,811,,,,,,,US Census API,2025-07-29 22:02:56
"Malcolm CDP, Alabama",Alabama,136,,,,,,,US Census API,2025-07-29 22:02:56
"Malvern town, Alabama",Alabama,1536,,,,,,,US Census API,2025-07-29 22:02:56
"Maplesville town, Alabama",Alabama,637,,,,,,,US Census API,2025-07-29 22:02:56
"Marbury CDP, Alabama",Alabama,1427,,,,,,,US Census API,2025-07-29 22:02:56
"Margaret town, Alabama",Alabama,5106,,,,,,,US Census API,2025-07-29 22:02:56
"Marion city, Alabama",Alabama,3176,,,,,,,US Census API,2025-07-29 22:02:56
"Maytown town, Alabama",Alabama,316,,,,,,,US Census API,2025-07-29 22:02:56
"McCalla CDP, Alabama",Alabama,12965,,,,,,,US Census API,2025-07-29 22:02:56
"McDonald Chapel CDP, Alabama",Alabama,739,,,,,,,US Census API,2025-07-29 22:02:56
"McIntosh town, Alabama",Alabama,206,,,,,,,US Census API,2025-07-29 22:02:56
"McKenzie town, Alabama",Alabama,507,,,,,,,US Census API,2025-07-29 22:02:56
"McMullen town, Alabama",Alabama,32,,,,,,,US Census API,2025-07-29 22:02:56
"Meadowbrook CDP, Alabama",Alabama,9688,,,,,,,US Census API,2025-07-29 22:02:56
"Megargel CDP, Alabama",Alabama,60,,,,,,,US Census API,2025-07-29 22:02:56
"Memphis town, Alabama",Alabama,29,,,,,,,US Census API,2025-07-29 22:02:56
"Mentone town, Alabama",Alabama,319,,,,,,,US Census API,2025-07-29 22:02:56
"Meridianville CDP, Alabama",Alabama,8209,,,,,,,US Census API,2025-07-29 22:02:56
"Midfield city, Alabama",Alabama,5211,,,,,,,US Census API,2025-07-29 22:02:56
"Midland City town, Alabama",Alabama,2239,,,,,,,US Census API,2025-07-29 22:02:56
"Midway town, Alabama",Alabama,421,,,,,,,US Census API,2025-07-29 22:02:56
"Mignon CDP, Alabama",Alabama,1186,,,,,,,US Census API,2025-07-29 22:02:56
"Millbrook city, Alabama",Alabama,16564,,,,,,,US Census API,2025-07-29 22:02:56
"Millerville CDP, Alabama",Alabama,303,,,,,,,US Census API,2025-07-29 22:02:56
"Millport town, Alabama",Alabama,1010,,,,,,,US Census API,2025-07-29 22:02:56
"Millry town, Alabama",Alabama,450,,,,,,,US Census API,2025-07-29 22:02:56
"Minor CDP, Alabama",Alabama,1088,,,,,,,US Census API,2025-07-29 22:02:56
"Monroeville city, Alabama",Alabama,5951,,,,,,,US Census API,2025-07-29 22:02:56
"Montevallo city, Alabama",Alabama,7229,,,,,,,US Census API,2025-07-29 22:02:56
"Moody city, Alabama",Alabama,13170,,,,,,,US Census API,2025-07-29 22:02:56
"Moores Mill CDP, Alabama",Alabama,6729,,,,,,,US Census API,2025-07-29 22:02:56
"Mooresville town, Alabama",Alabama,47,,,,,,,US Census API,2025-07-29 22:02:56
"Morris town, Alabama",Alabama,2259,,,,,,,US Census API,2025-07-29 22:02:56
"Morrison Crossroads CDP, Alabama",Alabama,221,,,,,,,US Census API,2025-07-29 22:02:56
"Mosses town, Alabama",Alabama,834,,,,,,,US Census API,2025-07-29 22:02:56
"Moulton city, Alabama",Alabama,3398,,,,,,,US Census API,2025-07-29 22:02:56
"Moundville town, Alabama",Alabama,3024,,,,,,,US Census API,2025-07-29 22:02:56
"Mount Olive CDP (Coosa County), Alabama",Alabama,311,,,,,,,US Census API,2025-07-29 22:02:56
"Mount Olive CDP (Jefferson County), Alabama",Alabama,4427,,,,,,,US Census API,2025-07-29 22:02:56
"Mount Vernon town, Alabama",Alabama,1354,,,,,,,US Census API,2025-07-29 22:02:56
"Mountain Brook city, Alabama",Alabama,22461,,,,,,,US Census API,2025-07-29 22:02:56
"Movico CDP, Alabama",Alabama,291,,,,,,,US Census API,2025-07-29 22:02:56
"Mulga town, Alabama",Alabama,784,,,,,,,US Census API,2025-07-29 22:02:56
"Munford town, Alabama",Alabama,1351,,,,,,,US Census API,2025-07-29 22:02:56
"Muscle Shoals city, Alabama",Alabama,16275,,,,,,,US Census API,2025-07-29 22:02:56
"Myrtlewood town, Alabama",Alabama,70,,,,,,,US Census API,2025-07-29 22:02:56
"Nanafalia CDP, Alabama",Alabama,75,,,,,,,US Census API,2025-07-29 22:02:56
"Nances Creek CDP, Alabama",Alabama,399,,,,,,,US Census API,2025-07-29 22:02:56
"Napier Field town, Alabama",Alabama,409,,,,,,,US Census API,2025-07-29 22:02:56
"Natural Bridge town, Alabama",Alabama,32,,,,,,,US Census API,2025-07-29 22:02:57
"Nauvoo town, Alabama",Alabama,185,,,,,,,US Census API,2025-07-29 22:02:57
"Nectar town, Alabama",Alabama,379,,,,,,,US Census API,2025-07-29 22:02:57
"Needham town, Alabama",Alabama,73,,,,,,,US Census API,2025-07-29 22:02:57
"New Brockton town, Alabama",Alabama,1428,,,,,,,US Census API,2025-07-29 22:02:57
"New Hope city, Alabama",Alabama,2889,,,,,,,US Census API,2025-07-29 22:02:57
"New Market CDP, Alabama",Alabama,1543,,,,,,,US Census API,2025-07-29 22:02:57
"New Site town, Alabama",Alabama,773,,,,,,,US Census API,2025-07-29 22:02:57
"New Union CDP, Alabama",Alabama,1019,,,,,,,US Census API,2025-07-29 22:02:57
"Newbern town, Alabama",Alabama,133,,,,,,,US Census API,2025-07-29 22:02:57
"Newton town, Alabama",Alabama,1607,,,,,,,US Census API,2025-07-29 22:02:57
"Newville town, Alabama",Alabama,544,,,,,,,US Census API,2025-07-29 22:02:57
"Nixburg CDP, Alabama",Alabama,329,,,,,,,US Census API,2025-07-29 22:02:57
"North Courtland town, Alabama",Alabama,483,,,,,,,US Census API,2025-07-29 22:02:57
"North Johns town, Alabama",Alabama,127,,,,,,,US Census API,2025-07-29 22:02:57
"Northport city, Alabama",Alabama,31125,,,,,,,US Census API,2025-07-29 22:02:57
"Notasulga town, Alabama",Alabama,914,,,,,,,US Census API,2025-07-29 22:02:57
"Oak Grove town, Alabama",Alabama,564,,,,,,,US Census API,2025-07-29 22:02:57
"Oak Hill town, Alabama",Alabama,14,,,,,,,US Census API,2025-07-29 22:02:57
"Oakman town, Alabama",Alabama,771,,,,,,,US Census API,2025-07-29 22:02:57
"Odenville city, Alabama",Alabama,4969,,,,,,,US Census API,2025-07-29 22:02:57
"Ohatchee town, Alabama",Alabama,1157,,,,,,,US Census API,2025-07-29 22:02:57
"Oneonta city, Alabama",Alabama,6938,,,,,,,US Census API,2025-07-29 22:02:57
"Onycha town, Alabama",Alabama,167,,,,,,,US Census API,2025-07-29 22:02:57
"Opelika city, Alabama",Alabama,30995,,,,,,,US Census API,2025-07-29 22:02:57
"Opp city, Alabama",Alabama,6771,,,,,,,US Census API,2025-07-29 22:02:57
"Orange Beach city, Alabama",Alabama,8095,,,,,,,US Census API,2025-07-29 22:02:57
"Orrville town, Alabama",Alabama,150,,,,,,,US Census API,2025-07-29 22:02:57
"Our Town CDP, Alabama",Alabama,605,,,,,,,US Census API,2025-07-29 22:02:57
"Owens Cross Roads town, Alabama",Alabama,2594,,,,,,,US Census API,2025-07-29 22:02:57
"Oxford city, Alabama",Alabama,22069,,,,,,,US Census API,2025-07-29 22:02:57
"Ozark city, Alabama",Alabama,14368,,,,,,,US Census API,2025-07-29 22:02:57
"Paint Rock town, Alabama",Alabama,182,,,,,,,US Census API,2025-07-29 22:02:57
"Panola CDP, Alabama",Alabama,71,,,,,,,US Census API,2025-07-29 22:02:57
"Parrish town, Alabama",Alabama,982,,,,,,,US Census API,2025-07-29 22:02:57
"Pea Ridge CDP, Alabama",Alabama,841,,,,,,,US Census API,2025-07-29 22:02:57
"Pelham city, Alabama",Alabama,24318,,,,,,,US Census API,2025-07-29 22:02:57
"Pell City city, Alabama",Alabama,12939,,,,,,,US Census API,2025-07-29 22:02:57
"Pennington town, Alabama",Alabama,329,,,,,,,US Census API,2025-07-29 22:02:57
"Penton CDP, Alabama",Alabama,163,,,,,,,US Census API,2025-07-29 22:02:57
"Perdido Beach town, Alabama",Alabama,555,,,,,,,US Census API,2025-07-29 22:02:57
"Perdido CDP, Alabama",Alabama,730,,,,,,,US Census API,2025-07-29 22:02:57
"Peterman CDP, Alabama",Alabama,87,,,,,,,US Census API,2025-07-29 22:02:57
"Petrey town, Alabama",Alabama,67,,,,,,,US Census API,2025-07-29 22:02:57
"Phenix City city, Alabama",Alabama,38816,,,,,,,US Census API,2025-07-29 22:02:57
"Phil Campbell town, Alabama",Alabama,992,,,,,,,US Census API,2025-07-29 22:02:57
"Pickensville town, Alabama",Alabama,557,,,,,,,US Census API,2025-07-29 22:02:57
"Piedmont city, Alabama",Alabama,4787,,,,,,,US Census API,2025-07-29 22:02:57
"Pike Road town, Alabama",Alabama,9439,,,,,,,US Census API,2025-07-29 22:02:57
"Pinckard town, Alabama",Alabama,582,,,,,,,US Census API,2025-07-29 22:02:57
"Pine Apple town, Alabama",Alabama,143,,,,,,,US Census API,2025-07-29 22:02:57
"Pine Hill town, Alabama",Alabama,758,,,,,,,US Census API,2025-07-29 22:02:57
"Pine Level CDP, Alabama",Alabama,4885,,,,,,,US Census API,2025-07-29 22:02:57
"Pine Ridge town, Alabama",Alabama,263,,,,,,,US Census API,2025-07-29 22:02:57
"Pinson city, Alabama",Alabama,7215,,,,,,,US Census API,2025-07-29 22:02:57
"Pisgah town, Alabama",Alabama,681,,,,,,,US Census API,2025-07-29 22:02:57
"Pleasant Grove city, Alabama",Alabama,9544,,,,,,,US Census API,2025-07-29 22:02:57
"Pleasant Groves town, Alabama",Alabama,426,,,,,,,US Census API,2025-07-29 22:02:57
"Point Clear CDP, Alabama",Alabama,2076,,,,,,,US Census API,2025-07-29 22:02:57
"Pollard town, Alabama",Alabama,128,,,,,,,US Census API,2025-07-29 22:02:57
"Powell town, Alabama",Alabama,901,,,,,,,US Census API,2025-07-29 22:02:57
"Prattville city, Alabama",Alabama,37781,,,,,,,US Census API,2025-07-29 22:02:57
"Priceville town, Alabama",Alabama,3512,,,,,,,US Census API,2025-07-29 22:02:57
"Prichard city, Alabama",Alabama,19322,,,,,,,US Census API,2025-07-29 22:02:57
"Providence town, Alabama",Alabama,167,,,,,,,US Census API,2025-07-29 22:02:57
"Putnam CDP, Alabama",Alabama,172,,,,,,,US Census API,2025-07-29 22:02:57
"Ragland town, Alabama",Alabama,1693,,,,,,,US Census API,2025-07-29 22:02:57
"Rainbow City city, Alabama",Alabama,10191,,,,,,,US Census API,2025-07-29 22:02:57
"Rainsville city, Alabama",Alabama,5505,,,,,,,US Census API,2025-07-29 22:02:57
"Ranburne town, Alabama",Alabama,422,,,,,,,US Census API,2025-07-29 22:02:57
"Ray CDP, Alabama",Alabama,326,,,,,,,US Census API,2025-07-29 22:02:57
"Red Bay city, Alabama",Alabama,3232,,,,,,,US Census API,2025-07-29 22:02:57
"Red Level town, Alabama",Alabama,432,,,,,,,US Census API,2025-07-29 22:02:57
"Redland CDP, Alabama",Alabama,5106,,,,,,,US Census API,2025-07-29 22:02:57
"Redstone Arsenal CDP, Alabama",Alabama,837,,,,,,,US Census API,2025-07-29 22:02:57
"Reece City town, Alabama",Alabama,615,,,,,,,US Census API,2025-07-29 22:02:57
"Reeltown CDP, Alabama",Alabama,794,,,,,,,US Census API,2025-07-29 22:02:57
"Reform town, Alabama",Alabama,1520,,,,,,,US Census API,2025-07-29 22:02:57
"Rehobeth town, Alabama",Alabama,1791,,,,,,,US Census API,2025-07-29 22:02:57
"Remlap CDP, Alabama",Alabama,2624,,,,,,,US Census API,2025-07-29 22:02:57
"Repton town, Alabama",Alabama,235,,,,,,,US Census API,2025-07-29 22:02:57
"Ridgeville town, Alabama",Alabama,83,,,,,,,US Census API,2025-07-29 22:02:57
"River Falls town, Alabama",Alabama,479,,,,,,,US Census API,2025-07-29 22:02:57
"Riverside city, Alabama",Alabama,2227,,,,,,,US Census API,2025-07-29 22:02:57
"Riverview town, Alabama",Alabama,163,,,,,,,US Census API,2025-07-29 22:02:57
"Roanoke city, Alabama",Alabama,5311,,,,,,,US Census API,2025-07-29 22:02:57
"Robertsdale city, Alabama",Alabama,6708,,,,,,,US Census API,2025-07-29 22:02:57
"Rock Creek CDP, Alabama",Alabama,1471,,,,,,,US Census API,2025-07-29 22:02:57
"Rock Mills CDP, Alabama",Alabama,603,,,,,,,US Census API,2025-07-29 22:02:57
"Rockford town, Alabama",Alabama,349,,,,,,,US Census API,2025-07-29 22:02:57
"Rockville CDP, Alabama",Alabama,47,,,,,,,US Census API,2025-07-29 22:02:57
"Rogersville town, Alabama",Alabama,1286,,,,,,,US Census API,2025-07-29 22:02:57
"Rosa town, Alabama",Alabama,376,,,,,,,US Census API,2025-07-29 22:02:57
"Russellville city, Alabama",Alabama,10855,,,,,,,US Census API,2025-07-29 22:02:57
"Rutledge town, Alabama",Alabama,351,,,,,,,US Census API,2025-07-29 22:02:57
"Saks CDP, Alabama",Alabama,9956,,,,,,,US Census API,2025-07-29 22:02:57
"Samson city, Alabama",Alabama,1874,,,,,,,US Census API,2025-07-29 22:02:57
"Sand Rock town, Alabama",Alabama,591,,,,,,,US Census API,2025-07-29 22:02:57
"Sanford town, Alabama",Alabama,257,,,,,,,US Census API,2025-07-29 22:02:57
"Saraland city, Alabama",Alabama,16171,,,,,,,US Census API,2025-07-29 22:02:57
"Sardis City town, Alabama",Alabama,1814,,,,,,,US Census API,2025-07-29 22:02:57
"Satsuma city, Alabama",Alabama,6749,,,,,,,US Census API,2025-07-29 22:02:57
"Scottsboro city, Alabama",Alabama,15578,,,,,,,US Census API,2025-07-29 22:02:57
"Section town, Alabama",Alabama,756,,,,,,,US Census API,2025-07-29 22:02:57
"Selma city, Alabama",Alabama,17971,,,,,,,US Census API,2025-07-29 22:02:57
"Selmont-West Selmont CDP, Alabama",Alabama,2158,,,,,,,US Census API,2025-07-29 22:02:57
"Semmes city, Alabama",Alabama,4941,,,,,,,US Census API,2025-07-29 22:02:57
"Sheffield city, Alabama",Alabama,9403,,,,,,,US Census API,2025-07-29 22:02:57
"Shelby CDP, Alabama",Alabama,940,,,,,,,US Census API,2025-07-29 22:02:57
"Shiloh town, Alabama",Alabama,321,,,,,,,US Census API,2025-07-29 22:02:57
"Shoal Creek CDP, Alabama",Alabama,1668,,,,,,,US Census API,2025-07-29 22:02:57
"Shorter town, Alabama",Alabama,385,,,,,,,US Census API,2025-07-29 22:02:57
"Silas town, Alabama",Alabama,377,,,,,,,US Census API,2025-07-29 22:02:57
"Silverhill town, Alabama",Alabama,768,,,,,,,US Census API,2025-07-29 22:02:57
"Sims Chapel CDP, Alabama",Alabama,145,,,,,,,US Census API,2025-07-29 22:02:58
"Sipsey town, Alabama",Alabama,363,,,,,,,US Census API,2025-07-29 22:02:58
"Skyline town, Alabama",Alabama,834,,,,,,,US Census API,2025-07-29 22:02:58
"Slocomb city, Alabama",Alabama,2082,,,,,,,US Census API,2025-07-29 22:02:58
"Smiths Station city, Alabama",Alabama,5384,,,,,,,US Census API,2025-07-29 22:02:58
"Smoke Rise CDP, Alabama",Alabama,1661,,,,,,,US Census API,2025-07-29 22:02:58
"Snead town, Alabama",Alabama,1032,,,,,,,US Census API,2025-07-29 22:02:58
"Somerville town, Alabama",Alabama,796,,,,,,,US Census API,2025-07-29 22:02:58
"South Vinemont town, Alabama",Alabama,558,,,,,,,US Census API,2025-07-29 22:02:58
"Southside city, Alabama",Alabama,9426,,,,,,,US Census API,2025-07-29 22:02:58
"Spanish Fort city, Alabama",Alabama,10049,,,,,,,US Census API,2025-07-29 22:02:58
"Spring Garden CDP, Alabama",Alabama,216,,,,,,,US Census API,2025-07-29 22:02:58
"Springville city, Alabama",Alabama,4786,,,,,,,US Census API,2025-07-29 22:02:58
"Spruce Pine CDP, Alabama",Alabama,215,,,,,,,US Census API,2025-07-29 22:02:58
"St. Florian town, Alabama",Alabama,584,,,,,,,US Census API,2025-07-29 22:02:57
"St. Stephens CDP, Alabama",Alabama,415,,,,,,,US Census API,2025-07-29 22:02:57
"Standing Rock CDP, Alabama",Alabama,132,,,,,,,US Census API,2025-07-29 22:02:58
"Stapleton CDP, Alabama",Alabama,2213,,,,,,,US Census API,2025-07-29 22:02:58
"Steele town, Alabama",Alabama,992,,,,,,,US Census API,2025-07-29 22:02:58
"Sterrett CDP, Alabama",Alabama,706,,,,,,,US Census API,2025-07-29 22:02:58
"Stevenson city, Alabama",Alabama,1955,,,,,,,US Census API,2025-07-29 22:02:58
"Stewartville CDP, Alabama",Alabama,1662,,,,,,,US Census API,2025-07-29 22:02:58
"Stockton CDP, Alabama",Alabama,557,,,,,,,US Census API,2025-07-29 22:02:58
"Sulligent city, Alabama",Alabama,1879,,,,,,,US Census API,2025-07-29 22:02:58
"Sumiton city, Alabama",Alabama,2444,,,,,,,US Census API,2025-07-29 22:02:58
"Summerdale town, Alabama",Alabama,1468,,,,,,,US Census API,2025-07-29 22:02:58
"Susan Moore town, Alabama",Alabama,787,,,,,,,US Census API,2025-07-29 22:02:58
"Sweet Water town, Alabama",Alabama,228,,,,,,,US Census API,2025-07-29 22:02:58
"Sylacauga city, Alabama",Alabama,12578,,,,,,,US Census API,2025-07-29 22:02:58
"Sylvan Springs town, Alabama",Alabama,1653,,,,,,,US Census API,2025-07-29 22:02:58
"Sylvania town, Alabama",Alabama,1790,,,,,,,US Census API,2025-07-29 22:02:58
"Talladega Springs town, Alabama",Alabama,144,,,,,,,US Census API,2025-07-29 22:02:58
"Talladega city, Alabama",Alabama,15861,,,,,,,US Census API,2025-07-29 22:02:58
"Tallassee city, Alabama",Alabama,4763,,,,,,,US Census API,2025-07-29 22:02:58
"Tarrant city, Alabama",Alabama,6124,,,,,,,US Census API,2025-07-29 22:02:58
"Taylor town, Alabama",Alabama,2262,,,,,,,US Census API,2025-07-29 22:02:58
"Theodore CDP, Alabama",Alabama,6270,,,,,,,US Census API,2025-07-29 22:02:58
"Thomaston town, Alabama",Alabama,326,,,,,,,US Census API,2025-07-29 22:02:58
"Thomasville city, Alabama",Alabama,3649,,,,,,,US Census API,2025-07-29 22:02:58
"Thorsby town, Alabama",Alabama,2064,,,,,,,US Census API,2025-07-29 22:02:58
"Tibbie CDP, Alabama",Alabama,55,,,,,,,US Census API,2025-07-29 22:02:58
"Tidmore Bend CDP, Alabama",Alabama,1119,,,,,,,US Census API,2025-07-29 22:02:58
"Tillmans Corner CDP, Alabama",Alabama,17731,,,,,,,US Census API,2025-07-29 22:02:58
"Town Creek town, Alabama",Alabama,1052,,,,,,,US Census API,2025-07-29 22:02:58
"Toxey town, Alabama",Alabama,145,,,,,,,US Census API,2025-07-29 22:02:58
"Trafford town, Alabama",Alabama,613,,,,,,,US Census API,2025-07-29 22:02:58
"Triana town, Alabama",Alabama,2890,,,,,,,US Census API,2025-07-29 22:02:58
"Trinity town, Alabama",Alabama,2526,,,,,,,US Census API,2025-07-29 22:02:58
"Troy city, Alabama",Alabama,17727,,,,,,,US Census API,2025-07-29 22:02:58
"Trussville city, Alabama",Alabama,26123,,,,,,,US Census API,2025-07-29 22:02:58
"Tuscumbia city, Alabama",Alabama,9054,,,,,,,US Census API,2025-07-29 22:02:58
"Tuskegee city, Alabama",Alabama,9395,,,,,,,US Census API,2025-07-29 22:02:58
"Twin town, Alabama",Alabama,359,,,,,,,US Census API,2025-07-29 22:02:58
"Underwood-Petersville CDP, Alabama",Alabama,3051,,,,,,,US Census API,2025-07-29 22:02:58
"Union Grove town, Alabama",Alabama,67,,,,,,,US Census API,2025-07-29 22:02:58
"Union Springs city, Alabama",Alabama,3358,,,,,,,US Census API,2025-07-29 22:02:58
"Union town, Alabama",Alabama,180,,,,,,,US Census API,2025-07-29 22:02:58
"Uniontown town, Alabama",Alabama,2107,,,,,,,US Census API,2025-07-29 22:02:58
"Uriah CDP, Alabama",Alabama,263,,,,,,,US Census API,2025-07-29 22:02:58
"Valley Grande city, Alabama",Alabama,4190,,,,,,,US Census API,2025-07-29 22:02:59
"Valley Head town, Alabama",Alabama,577,,,,,,,US Census API,2025-07-29 22:02:59
"Valley city, Alabama",Alabama,10529,,,,,,,US Census API,2025-07-29 22:02:59
"Vance town, Alabama",Alabama,2092,,,,,,,US Census API,2025-07-29 22:02:59
"Vandiver CDP, Alabama",Alabama,1084,,,,,,,US Census API,2025-07-29 22:02:59
"Vernon city, Alabama",Alabama,1921,,,,,,,US Census API,2025-07-29 22:02:59
"Vestavia Hills city, Alabama",Alabama,39102,,,,,,,US Census API,2025-07-29 22:02:59
"Vina town, Alabama",Alabama,325,,,,,,,US Census API,2025-07-29 22:02:59
"Vincent town, Alabama",Alabama,1982,,,,,,,US Census API,2025-07-29 22:02:59
"Vinegar Bend CDP, Alabama",Alabama,178,,,,,,,US Census API,2025-07-29 22:02:59
"Vredenburgh town, Alabama",Alabama,222,,,,,,,US Census API,2025-07-29 22:02:59
"Wadley town, Alabama",Alabama,659,,,,,,,US Census API,2025-07-29 22:02:59
"Waldo town, Alabama",Alabama,258,,,,,,,US Census API,2025-07-29 22:02:59
"Walnut Grove town, Alabama",Alabama,773,,,,,,,US Census API,2025-07-29 22:02:59
"Warrior city, Alabama",Alabama,3224,,,,,,,US Census API,2025-07-29 22:02:59
"Waterloo town, Alabama",Alabama,178,,,,,,,US Census API,2025-07-29 22:02:59
"Waverly town, Alabama",Alabama,159,,,,,,,US Census API,2025-07-29 22:02:59
"Weaver city, Alabama",Alabama,3339,,,,,,,US Census API,2025-07-29 22:02:59
"Webb town, Alabama",Alabama,1270,,,,,,,US Census API,2025-07-29 22:02:59
"Wedowee town, Alabama",Alabama,737,,,,,,,US Census API,2025-07-29 22:02:59
"Weogufka CDP, Alabama",Alabama,207,,,,,,,US Census API,2025-07-29 22:02:59
"West Blocton town, Alabama",Alabama,1217,,,,,,,US Census API,2025-07-29 22:02:59
"West End-Cobb Town CDP, Alabama",Alabama,3128,,,,,,,US Census API,2025-07-29 22:02:59
"West Jefferson town, Alabama",Alabama,417,,,,,,,US Census API,2025-07-29 22:02:59
"West Point town, Alabama",Alabama,584,,,,,,,US Census API,2025-07-29 22:02:59
